provider_id,name,city,state,latitude,longitude,specialty,secondary_specialty,specialty_category,experience_years,service_cost,wait_time_days,patient_rating,risk_rate,certified,background_check_passed,network_type,capacity,telehealth_available,hospital_affiliation,CMS_quality_score,region,phone_no,address
P02373,Charles Trujillo,City_173,GA,32.2656,-82.8001,Pediatrics,Ophthalmology,Primary Care,19,181.14,32,3.15,0.44,TRUE,FALSE,Out-of-network,320,TRUE,Buchanan Inc Hospital,3.5,South,(882)807-8654,"77785 Tammy Club, City_173, GA 19219"
P02374,Gina Best,City_174,PA,41.3533,-77.0445,ENT,General Practice,Specialty Care,10,362.72,39,2.59,0.81,FALSE,FALSE,In-network,90,TRUE,Kaiser Ltd Hospital,2.59,North,688-422-3698x603,"465 Linda Vista, City_174, PA 68761"
P02375,Carmen King,City_175,NV,39.0026,-116.2194,Dermatology,Urology,Specialty Care,27,349.71,30,2.6,0.78,TRUE,TRUE,Out-of-network,210,TRUE,Barnett LLC Hospital,2.6,North,863-970-0332x80443,"7504 George Shore, City_175, NV 04913"
P02376,Charles Green,City_176,NV,39.0526,-116.1694,Urology,Pediatrics,Specialty Care,23,614.98,14,2.56,0.09,FALSE,TRUE,In-network,90,FALSE,"Montes, Hardy and Holmes Hospital",3.22,West,380-356-8160,"2380 Megan Causeway Apt. 874, City_176, NV 12496"
P02377,Jessica Conley,City_177,MI,44.6148,-85.3024,Dermatology,Ophthalmology,Specialty Care,34,384.16,34,4.59,0.64,TRUE,TRUE,In-network,110,TRUE,Davis and Sons Hospital,1.82,East,+1-800-509-2691x7160,"7793 Nancy Rapid, City_177, MI 74394"
P02378,Michael Brooks,City_178,NV,39.1526,-116.0694,Pediatrics,Neurology,Primary Care,19,199.09,23,1.57,0.6,TRUE,TRUE,Out-of-network,230,FALSE,"Rhodes, Williams and Stevenson Hospital",1.42,South,583-814-2228,"92021 Susan Extension, City_178, NV 47498"
P02379,Kimberly Miller,City_179,CA,37.1783,-119.0179,Orthopedics,Neurology,Surgical,9,753.19,14,4.53,0.47,FALSE,TRUE,Out-of-network,96,FALSE,"Hurst, Simpson and Cole Hospital",1.41,South,401.899.4588x12056,"2375 Garcia Club Suite 534, City_179, CA 30123"
P02380,Bobby Thompson,City_180,OH,40.8673,-82.4571,Psychiatry,Endocrinology,Specialty Care,22,401.79,33,2.84,0.27,FALSE,FALSE,Out-of-network,245,TRUE,Lozano-Ryan Hospital,3.84,West,(964)772-5591x9843,"27845 Robert Ranch Apt. 413, City_180, OH 60745"
P02381,Erin Diaz,City_181,NV,38.8026,-116.4194,Endocrinology,Orthopedics,Specialty Care,4,668.09,30,4.02,0.62,FALSE,FALSE,In-network,437,TRUE,Johnson Inc Hospital,4.66,North,4772563556,"93218 Reyes Islands, City_181, NV 24238"
P02382,Seth Richards,City_182,TX,32.0186,-99.8518,Cardiology,Urology,Specialty Care,19,778.34,26,4.54,0.76,TRUE,TRUE,Out-of-network,182,TRUE,Crawford Group Hospital,3.37,North,212-223-0588x665,"13613 Lawrence Shore Suite 755, City_182, TX 61525"
P02383,Victoria Patrick,City_183,MI,44.4148,-85.5024,Ophthalmology,Orthopedics,Specialty Care,4,301.12,47,3.94,0.21,TRUE,TRUE,Out-of-network,491,FALSE,Miller-Skinner Hospital,3.39,West,981-859-9153x65541,"9202 Wall Lodge Suite 614, City_183, MI 66255"
P02384,Meghan Liu,City_184,NV,38.9526,-116.2694,Pediatrics,ENT,Primary Care,37,221.54,8,2.72,0.01,TRUE,FALSE,Out-of-network,267,TRUE,Clark-King Hospital,4.81,East,487-704-6463,"077 Brown Lodge Apt. 199, City_184, NV 61590"
P02385,Rodney Armstrong,City_185,TX,32.1686,-99.7018,Pediatrics,Dermatology,Primary Care,25,213.75,15,3.15,0.22,TRUE,TRUE,In-network,466,TRUE,"Winters, Peters and Gay Hospital",3.56,North,718-436-2754,"219 Levy Islands, City_185, TX 07554"
P02386,Christy Shelton,City_186,MA,42.6572,-71.1324,Pediatrics,Ophthalmology,Primary Care,6,169.71,17,2.3,0.17,TRUE,FALSE,In-network,139,FALSE,Carter-Ruiz Hospital,1.42,North,(495)519-7384x3826,"98481 Cook Crossing, City_186, MA 46673"
P02387,Brandon Serrano,City_187,MA,42.7072,-71.0824,Cardiology,Gastroenterology,Specialty Care,29,921.89,25,4.67,0.39,FALSE,TRUE,Out-of-network,224,FALSE,Sanchez-Bowers Hospital,4.22,East,908-250-5621x375,"67899 Walker Estate, City_187, MA 88684"
P02388,Gregory Steele,City_188,OH,40.7673,-82.5571,Psychiatry,Neurology,Specialty Care,31,465.21,9,2.86,0.37,FALSE,FALSE,Out-of-network,438,FALSE,Carter-Smith Hospital,1.36,West,7244126641,"88897 Cynthia Mill Apt. 070, City_188, OH 87009"
P02389,Diane Castro,City_189,WA,48.1511,-120.3401,Ophthalmology,Orthopedics,Specialty Care,35,331.17,6,4.85,0.1,TRUE,FALSE,Out-of-network,338,TRUE,Frost-Spears Hospital,5,South,001-456-970-5088x0365,"86126 Ronnie Station Suite 150, City_189, WA 07401"
P02390,Jason Quinn,City_190,NV,39.2526,-115.9694,Urology,Gastroenterology,Specialty Care,12,627,15,4.41,0.15,FALSE,TRUE,Out-of-network,210,TRUE,Caldwell-Miller Hospital,1.23,East,001-830-261-1287x1043,"67957 Thomas Lights Apt. 650, City_190, NV 59215"
P02391,Zachary King,City_191,TX,31.9686,-99.9018,Orthopedics,Pediatrics,Surgical,28,929.94,60,2.68,0.82,TRUE,FALSE,In-network,390,TRUE,Smith-Smith Hospital,1.75,North,-9111,"071 Anthony Throughway Suite 849, City_191, TX 54145"
P02392,Stephanie Guerrero,City_192,IL,40.6831,-89.3485,General Practice,General Practice,Primary Care,32,129.66,48,1.79,0.66,TRUE,FALSE,In-network,452,FALSE,Foley-Brennan Hospital,2.26,East,(396)610-2098,"3620 Fry Dale, City_192, IL 54375"
P02393,Katherine Jordan,City_193,MI,44.4148,-85.5024,Urology,Ophthalmology,Specialty Care,20,582.74,13,4.66,0.75,FALSE,TRUE,In-network,89,TRUE,King-Forbes Hospital,2.34,South,(978)312-2752,"3515 Jessica Pines, City_193, MI 48253"
P02394,Jeffery Esparza,City_194,CO,39.7001,-105.6321,Psychiatry,Orthopedics,Specialty Care,1,400.55,30,1.42,0.16,FALSE,TRUE,Out-of-network,124,FALSE,Pierce PLC Hospital,4.01,South,001-264-474-5070,"4876 Robinson Land Apt. 384, City_194, CO 34368"
P02395,Tina Brown,City_195,OH,40.6173,-82.7071,Endocrinology,Gastroenterology,Specialty Care,24,613.23,24,2.33,0.77,FALSE,FALSE,In-network,77,TRUE,"Carter, Nelson and Young Hospital",4.79,South,710.619.9140x863,"54203 Katie Rue Suite 906, City_195, OH 04530"
P02396,Karen Davidson,City_196,OH,40.6673,-82.6571,Endocrinology,Cardiology,Specialty Care,2,620.48,17,1.49,0.11,TRUE,FALSE,Out-of-network,132,FALSE,Russell-Johnson Hospital,2.07,West,001-698-791-5259x63133,"326 Schmidt Mission, City_196, OH 21647"
P02397,Randy Morton,City_197,OH,40.7173,-82.6071,ENT,Cardiology,Specialty Care,34,378.71,19,1.43,0.96,TRUE,FALSE,In-network,306,FALSE,Miller LLC Hospital,3.08,East,356.767.6729x821,"8036 Martin Fields Suite 982, City_197, OH 79291"
P02398,Kimberly Dominguez,City_198,IL,40.9831,-89.0485,Neurology,Cardiology,Specialty Care,37,781.6,32,2.16,0.47,TRUE,FALSE,Out-of-network,158,TRUE,Flynn-Walls Hospital,2.43,South,883.420.2399x7895,"64238 David Summit Suite 563, City_198, IL 12000"
P02399,Victor Rangel,City_199,PA,41.6033,-76.7945,Urology,Pediatrics,Specialty Care,29,654.93,53,2.49,0.97,TRUE,TRUE,In-network,371,TRUE,Miller-Hawkins Hospital,1.13,North,001-903-897-8661x42596,"85180 Taylor Rapids, City_199, PA 03402"
P02400,Amy Moses,City_200,NC,36.2096,-78.5693,Dermatology,ENT,Specialty Care,31,370.63,21,4.99,0.29,TRUE,TRUE,In-network,230,TRUE,Vazquez LLC Hospital,3.13,North,690-309-1402x122,"0137 Ronald Valleys, City_200, NC 12738"
P02401,Megan Vincent,City_1,PA,41.2033,-77.1945,Urology,Cardiology,Specialty Care,37,714.64,10,4.28,0.25,TRUE,FALSE,Out-of-network,433,FALSE,Stewart LLC Hospital,1.74,North,762.389.1496x1031,"874 Peter Prairie Apt. 242, City_1, PA 01478"
P02402,Terri Hensley,City_2,OH,40.4673,-82.8571,Psychiatry,Orthopedics,Specialty Care,37,469.61,42,3.34,0.37,TRUE,TRUE,Out-of-network,397,TRUE,Harris Group Hospital,2.96,South,4129028024,"777 Park Square, City_2, OH 49772"
P02403,Donald Miller,City_3,CO,39.6501,-105.6821,Ophthalmology,ENT,Specialty Care,25,298.68,53,4.66,0.11,FALSE,TRUE,Out-of-network,456,FALSE,Nguyen Group Hospital,4.95,West,(670)534-6772x029,"89028 Walsh Pine, City_3, CO 54743"
P02404,Todd Fletcher,City_4,GA,32.3156,-82.7501,Pediatrics,Endocrinology,Primary Care,21,205.31,34,3.84,0.8,FALSE,FALSE,Out-of-network,166,TRUE,"Thomas, Flynn and Coleman Hospital",4.85,East,(488)651-5867x963,"8989 Pratt Rue Suite 639, City_4, GA 69190"
P02405,Carrie Wright,City_5,PA,41.4033,-76.9945,Cardiology,Psychiatry,Specialty Care,9,758.79,11,1.36,0.5,FALSE,FALSE,In-network,101,TRUE,Powers-Romero Hospital,1.59,West,001-278-926-3065x4361,"046 Samuel Lane Suite 976, City_5, PA 91793"
P02406,Andrew Turner MD,City_6,MI,44.5648,-85.3524,Neurology,Cardiology,Specialty Care,13,697.88,33,1.84,0.28,FALSE,FALSE,In-network,496,FALSE,Williams Ltd Hospital,1.45,East,001-583-672-0352x259,"6054 Dana Row Apt. 289, City_6, MI 94534"
P02407,Erica Carlson,City_7,TX,32.2686,-99.6018,ENT,Dermatology,Specialty Care,7,313.24,51,2.39,0.55,TRUE,FALSE,Out-of-network,390,FALSE,Martinez-Taylor Hospital,1.46,East,347.328.5281x62688,"098 Gonzalez Village, City_7, TX 72324"
P02408,Carrie Miller,City_8,IL,40.9831,-89.0485,General Practice,Dermatology,Primary Care,28,133.09,13,1.65,0.9,TRUE,FALSE,Out-of-network,132,FALSE,Hardy-Howard Hospital,2.58,South,(769)368-6804x92546,"17796 Vanessa Forest, City_8, IL 84288"
P02409,Michael Gonzalez,City_9,GA,32.5656,-82.5001,General Practice,Neurology,Primary Care,37,137.52,34,1.23,0.56,FALSE,TRUE,In-network,388,FALSE,Farrell-Bennett Hospital,1.89,East,001-451-817-4353,"407 Pitts Roads, City_9, GA 03020"
P02410,Gary Kidd,City_10,AZ,34.4989,-110.6437,Pediatrics,Orthopedics,Primary Care,35,215.98,51,2.2,0.89,TRUE,TRUE,In-network,114,FALSE,"Huff, Adams and Johnson Hospital",2.06,South,271-515-4531,"7297 Weber Brooks, City_10, AZ 09228"
P02411,Ryan Gonzalez,City_11,OH,40.4173,-82.9071,Orthopedics,Orthopedics,Surgical,27,830.9,60,2.88,0.78,FALSE,FALSE,Out-of-network,441,TRUE,"Brown, Alvarez and Wells Hospital",3.13,West,001-443-465-3108x121,"5039 Figueroa Points, City_11, OH 26645"
P02412,Kelli Ball,City_12,TX,32.0186,-99.8518,ENT,Urology,Specialty Care,25,386.38,29,3.66,0.74,FALSE,FALSE,In-network,447,FALSE,"Alvarado, Cuevas and English Hospital",4.15,South,3789915064,"700 Amanda Shoals Apt. 191, City_12, TX 71724"
P02413,Hayley Hughes,City_13,CA,36.8783,-119.3179,General Practice,Neurology,Primary Care,12,123.2,33,3.35,0.92,FALSE,FALSE,Out-of-network,422,TRUE,Williams Ltd Hospital,3.68,North,+1-215-982-4254x129,"09447 William Bypass Suite 551, City_13, CA 71254"
P02414,Matthew Knox,City_14,NV,38.9526,-116.2694,General Practice,Cardiology,Primary Care,12,137.74,41,1.87,0.6,FALSE,TRUE,In-network,434,TRUE,"Olson, Blanchard and Young Hospital",1,North,372-603-6738,"1896 Cynthia Mall, City_14, NV 36990"
P02415,Meredith Holloway,City_15,AZ,34.2489,-110.8937,Ophthalmology,Psychiatry,Specialty Care,28,333.61,56,1.95,0.1,TRUE,TRUE,In-network,141,TRUE,Stone-Pitts Hospital,2.94,South,648.479.7037,"584 Floyd Islands, City_15, AZ 71128"
P02416,Carl Chapman,City_16,CA,37.0283,-119.1679,General Practice,Ophthalmology,Primary Care,8,119.61,56,2.51,0.64,FALSE,TRUE,Out-of-network,87,FALSE,Reese Inc Hospital,2.83,East,536-583-0330x83735,"348 Daniel Extension Suite 104, City_16, CA 13933"
P02417,Holly Buchanan,City_17,PA,41.5033,-76.8945,Gastroenterology,Neurology,Specialty Care,1,631.71,9,2.41,0.72,TRUE,FALSE,Out-of-network,375,TRUE,Ross LLC Hospital,3.14,North,(511)613-9198,"14509 Bailey Roads, City_17, PA 58849"
P02418,Karla Frost,City_18,IL,40.9831,-89.0485,Endocrinology,Cardiology,Specialty Care,21,720.43,28,3.4,0.28,TRUE,TRUE,Out-of-network,365,TRUE,Lang-Nash Hospital,1.58,West,-7459,"0766 William Port Apt. 973, City_18, IL 16533"
P02419,Wayne Harper,City_19,MA,42.8072,-70.9824,Dermatology,Neurology,Specialty Care,12,304.79,9,3.19,1,FALSE,FALSE,Out-of-network,332,FALSE,Wilson-Carpenter Hospital,3.52,North,382-953-1663,"7942 Cody Shoals Apt. 128, City_19, MA 71037"
P02420,Mr. James Jones,City_20,CA,37.2283,-118.9679,ENT,Cardiology,Specialty Care,40,371.82,36,4.59,0.72,FALSE,TRUE,Out-of-network,381,TRUE,Lopez-Fernandez Hospital,3.74,East,001-393-916-4217,"26715 Bradley Expressway, City_20, CA 68043"
P02421,Alicia Bowman,City_21,CO,39.5501,-105.7821,Psychiatry,Gastroenterology,Specialty Care,30,464.9,12,2.59,0.91,FALSE,FALSE,In-network,235,FALSE,"Valencia, Whitaker and Dalton Hospital",1.33,West,387-464-6944x93865,"105 Tiffany Bypass Apt. 517, City_21, CO 03993"
P02422,Mrs. Valerie Cox DVM,City_22,CO,39.6001,-105.7321,Dermatology,General Practice,Specialty Care,38,333.12,29,4.62,0.46,FALSE,TRUE,In-network,163,TRUE,Gonzalez-White Hospital,3.49,West,001-439-371-6909x614,"1798 Victoria Hills Apt. 210, City_22, CO 50144"
P02423,Michael Lang,City_23,OH,40.5173,-82.8071,Neurology,ENT,Specialty Care,36,768.94,10,1.66,0.22,FALSE,TRUE,Out-of-network,267,FALSE,Lynch Ltd Hospital,3.85,North,(237)272-2031,"51646 Brandon Stream Suite 565, City_23, OH 59728"
P02424,Jason Bass,City_24,NY,43.4494,-74.0679,Endocrinology,ENT,Specialty Care,19,661.7,44,1.19,0.75,TRUE,FALSE,In-network,61,FALSE,"Downs, Johnson and Sullivan Hospital",4.07,East,8763829890,"529 Stephanie Ford, City_24, NY 71009"
P02425,Christopher Simpson,City_25,NV,39.0026,-116.2194,Dermatology,Dermatology,Specialty Care,15,337.2,6,2.38,0.46,FALSE,FALSE,In-network,251,FALSE,"Jones, Lee and Murphy Hospital",1.88,East,5672440211,"7990 Castro Ridge, City_25, NV 83565"
P02426,Jacob Parker,City_26,MA,42.6572,-71.1324,Orthopedics,Psychiatry,Surgical,17,860.22,11,2.48,0.22,FALSE,FALSE,In-network,170,TRUE,"Stone, Rogers and Anderson Hospital",4.52,East,-8875,"954 Munoz Hill, City_26, MA 28735"
P02427,Tyler Aguilar II,City_27,MI,44.6148,-85.3024,Ophthalmology,ENT,Specialty Care,34,307.8,45,2.2,0.63,TRUE,FALSE,In-network,180,TRUE,Wheeler-Gross Hospital,1.77,North,(431)972-6581,"6056 Rachel Wells Suite 401, City_27, MI 70529"
P02428,David Hernandez,City_28,AZ,34.3989,-110.7437,Dermatology,Gastroenterology,Specialty Care,19,337.34,46,4.83,0.25,TRUE,TRUE,Out-of-network,88,FALSE,White PLC Hospital,1.18,West,3408937970,"02411 Jake Fork Apt. 661, City_28, AZ 86937"
P02429,Bryan Aguilar,City_29,TX,32.3686,-99.5018,Urology,Gastroenterology,Specialty Care,9,545.92,9,3.22,0.63,FALSE,FALSE,In-network,308,FALSE,Marshall Inc Hospital,2.05,South,+1-589-278-9441x53928,"261 Courtney Bypass Apt. 671, City_29, TX 95084"
P02430,Julie Woodward,City_30,NC,36.2096,-78.5693,General Practice,Endocrinology,Primary Care,30,138.22,14,4.14,0.08,FALSE,FALSE,Out-of-network,191,FALSE,"Davis, Barrera and Kim Hospital",3.55,East,-3544,"924 Wilson Wall, City_30, NC 91126"
P02431,Alexander Woods,City_31,MI,44.3148,-85.6024,General Practice,General Practice,Primary Care,35,150.54,23,3.05,0.35,TRUE,TRUE,Out-of-network,82,TRUE,"Michael, Spencer and Lindsey Hospital",1.8,South,001-218-626-2544x766,"248 Rangel Mountain, City_31, MI 16201"
P02432,William Munoz,City_32,NY,43.3494,-74.1679,Cardiology,Psychiatry,Specialty Care,24,847.83,11,3.17,0.62,TRUE,TRUE,In-network,297,TRUE,"Oconnell, Williams and Cross Hospital",3.13,North,(620)907-9320,"216 Campbell Islands Apt. 984, City_32, NY 87062"
P02433,Charles Decker,City_33,NY,43.3994,-74.1179,Dermatology,General Practice,Specialty Care,15,343.32,40,4.23,0.5,TRUE,FALSE,In-network,335,TRUE,"Fields, Howard and Reilly Hospital",2.93,North,508.684.7243x881,"5450 Stacy Overpass, City_33, NY 22492"
P02434,David Pace,City_34,GA,32.3156,-82.7501,Orthopedics,ENT,Surgical,1,842.73,47,3.92,0.56,FALSE,TRUE,In-network,291,TRUE,"Smith, Fernandez and Stephens Hospital",4.63,East,981-909-8105,"7274 Kathleen Brook Apt. 426, City_34, GA 52230"
P02435,Christopher Miller,City_35,CA,36.9783,-119.2179,ENT,Urology,Specialty Care,31,404.45,9,4.72,0.72,FALSE,TRUE,In-network,463,FALSE,Harris-Frost Hospital,3.83,North,5687454076,"283 Janet Burgs, City_35, CA 63100"
P02436,Michael Moon,City_36,GA,32.4156,-82.6501,Gastroenterology,Endocrinology,Specialty Care,12,731.28,36,3.48,0.18,TRUE,TRUE,Out-of-network,416,FALSE,"Anderson, Leonard and Webb Hospital",2.99,East,372.247.8095x125,"105 Nguyen Lane, City_36, GA 87265"
P02437,Andrew Andrews,City_37,OH,40.7173,-82.6071,Ophthalmology,Cardiology,Specialty Care,20,323.01,41,2.85,0.07,FALSE,TRUE,Out-of-network,59,TRUE,Lopez LLC Hospital,4.55,West,(787)928-5065,"541 Pamela Inlet, City_37, OH 66011"
P02438,Mary Hernandez,City_38,AZ,34.3989,-110.7437,Dermatology,Cardiology,Specialty Care,24,367.38,16,1.81,0.81,FALSE,TRUE,Out-of-network,143,FALSE,"Benson, Woods and Price Hospital",3.05,East,895.961.1669x8701,"828 Alyssa Bypass, City_38, AZ 20996"
P02439,Joanne Hughes,City_39,TX,32.3686,-99.5018,General Practice,Orthopedics,Primary Care,26,147.63,41,2.74,0.41,TRUE,FALSE,In-network,82,FALSE,"Green, Smith and Simpson Hospital",4.39,East,(584)341-7917x3025,"89005 Eric Turnpike Apt. 792, City_39, TX 35202"
P02440,Bobby Murphy,City_40,TX,32.4186,-99.4518,Psychiatry,Neurology,Specialty Care,12,385.43,6,1.37,0.7,TRUE,TRUE,In-network,422,FALSE,Barnes Group Hospital,2.22,South,(243)582-0804x06495,"548 Rhonda Creek, City_40, TX 91496"
P02441,Laura Herring,City_41,MA,42.4072,-71.3824,General Practice,ENT,Primary Care,30,129.58,40,3.97,0.83,TRUE,FALSE,Out-of-network,217,TRUE,Allen-Harris Hospital,2.21,West,444-248-5082x39926,"4920 Dalton Circle, City_41, MA 88067"
P02442,Gabriel Moore,City_42,FL,28.0444,-81.7103,Gastroenterology,Urology,Specialty Care,11,636.28,45,4.3,0.97,FALSE,FALSE,Out-of-network,170,FALSE,"Lee, Le and King Hospital",2.4,East,311-287-9729x83077,"025 Tyler Parkways Apt. 098, City_42, FL 42878"
P02443,Pamela Wolfe,City_43,TX,32.0686,-99.8018,Neurology,Pediatrics,Specialty Care,28,822.54,24,2.62,0.1,FALSE,TRUE,In-network,215,FALSE,"Wilson, Vasquez and Romero Hospital",4.27,East,001-486-615-9176x27148,"1774 Clark Stream, City_43, TX 80609"
P02444,Sandra White,City_44,TX,32.1186,-99.7518,Ophthalmology,Urology,Specialty Care,29,319.86,59,4.01,0.65,FALSE,TRUE,Out-of-network,122,TRUE,Williams-Lee Hospital,3.5,West,+1-661-423-5475x433,"27924 Hansen Pines, City_44, TX 64715"
P02445,Julia Meyers,City_45,MI,44.5148,-85.4024,Urology,Pediatrics,Specialty Care,11,563.77,25,4.25,0.9,FALSE,TRUE,In-network,382,TRUE,Rush PLC Hospital,2.38,West,3148454817,"20968 Teresa Viaduct, City_45, MI 33292"
P02446,Amanda Jackson,City_46,TX,32.2186,-99.6518,Dermatology,Dermatology,Specialty Care,23,350.18,43,3.32,0.01,TRUE,FALSE,In-network,114,FALSE,Santiago-Butler Hospital,2.8,West,484-514-7377,"8373 Christopher Loaf, City_46, TX 29151"
P02447,Robert Bond,City_47,OH,40.7173,-82.6071,Ophthalmology,Dermatology,Specialty Care,27,311.88,45,1.85,0.55,TRUE,TRUE,In-network,110,FALSE,White Inc Hospital,2.11,East,479.382.3982x17260,"502 Paul Camp, City_47, OH 94746"
P02448,Mark Ray,City_48,NY,43.6494,-73.8679,Endocrinology,Psychiatry,Specialty Care,24,693.37,26,2.89,0.08,TRUE,FALSE,Out-of-network,356,TRUE,Stewart-Brooks Hospital,2.17,North,(583)418-5812x273,"910 Lee Groves, City_48, NY 99574"
P02449,Richard Wilson,City_49,NC,36.1596,-78.6193,General Practice,Gastroenterology,Primary Care,29,147.07,59,2.34,0.45,TRUE,TRUE,In-network,217,TRUE,Ingram-Ayala Hospital,1.03,West,+1-201-585-1003x6241,"90886 Dunn Road, City_49, NC 49974"
P02450,Michael Taylor,City_50,PA,41.6533,-76.7445,Ophthalmology,ENT,Specialty Care,7,270.72,31,1.08,0.53,TRUE,TRUE,Out-of-network,372,FALSE,Kelley PLC Hospital,1.24,West,470-799-4731x7814,"45816 Kimberly Plaza Suite 788, City_50, PA 37837"
P02451,John Schultz,City_51,CO,39.5501,-105.7821,Pediatrics,Neurology,Primary Care,23,189.83,25,4.52,0.05,FALSE,FALSE,Out-of-network,433,FALSE,Simpson-Flynn Hospital,2.27,East,001-317-610-0767x859,"57088 Vargas Square Suite 082, City_51, CO 83692"
P02452,Amanda Moran,City_52,GA,32.2156,-82.8501,Urology,Urology,Specialty Care,7,546.21,5,4.4,0.51,TRUE,TRUE,In-network,207,FALSE,"White, White and Avila Hospital",1.72,East,777.668.7382x432,"0807 Charles Lodge, City_52, GA 41524"
P02453,Brian Garcia,City_53,PA,41.3033,-77.0945,Psychiatry,Urology,Specialty Care,24,386.65,24,2.52,0.63,TRUE,TRUE,In-network,348,TRUE,Jones LLC Hospital,3.41,South,2516314595,"8108 Robert Ranch, City_53, PA 36039"
P02454,Laurie Kramer,City_54,FL,28.1444,-81.6103,Urology,Pediatrics,Specialty Care,27,711.19,56,2.4,0.27,FALSE,TRUE,Out-of-network,125,TRUE,"Molina, Bradshaw and Aguilar Hospital",4.8,South,-7322,"24010 Perez Burg Suite 563, City_54, FL 46769"
P02455,Nicholas Payne,City_55,NC,35.9596,-78.8193,Neurology,Pediatrics,Specialty Care,16,723.73,36,1.91,0.16,FALSE,FALSE,In-network,198,FALSE,Cooper-Gonzalez Hospital,3.05,South,+1-774-904-6252x443,"614 Cynthia Views, City_55, NC 50457"
P02456,Theodore Lester,City_56,WA,48.0011,-120.4901,Dermatology,Gastroenterology,Specialty Care,18,340.7,19,4.67,0.87,FALSE,FALSE,In-network,252,TRUE,Myers-Scott Hospital,2.14,East,+1-497-429-1117x672,"6811 Trevor Loop Suite 065, City_56, WA 90507"
P02457,Ryan Caldwell,City_57,NY,43.5994,-73.9179,Urology,Cardiology,Specialty Care,10,641.94,32,1.87,0.21,TRUE,TRUE,In-network,108,TRUE,Velasquez-Orozco Hospital,3.27,West,848-418-5539,"44726 Jennifer Stravenue, City_57, NY 24597"
P02458,Ruth James,City_58,TX,32.3186,-99.5518,Urology,General Practice,Specialty Care,1,592.31,38,2.47,0.12,FALSE,TRUE,Out-of-network,365,TRUE,Hubbard-Smith Hospital,4.48,South,001-310-417-9306x2843,"84051 Young Street, City_58, TX 53992"
P02459,Charles Rogers,City_59,NV,39.2026,-116.0194,Pediatrics,Pediatrics,Primary Care,12,186.5,47,4.72,0.21,FALSE,TRUE,In-network,229,TRUE,Guerra-Logan Hospital,4.42,South,001-225-903-0893x613,"675 Carter Dam, City_59, NV 74994"
P02460,Jessica Thompson,City_60,OH,40.8673,-82.4571,Endocrinology,Pediatrics,Specialty Care,39,755.41,8,4.76,0.69,TRUE,FALSE,Out-of-network,460,FALSE,"Brown, Barrett and Ellis Hospital",1.74,West,(841)873-7008,"222 Jason Gateway, City_60, OH 85442"
P02461,James Carter,City_61,WA,47.7511,-120.7401,Urology,Psychiatry,Specialty Care,24,658.78,11,2.67,0.81,TRUE,TRUE,Out-of-network,66,TRUE,Wade Inc Hospital,2.66,South,7737123890,"02373 Christine Common, City_61, WA 71178"
P02462,Lauren Mueller,City_62,NC,35.8096,-78.9693,ENT,Endocrinology,Specialty Care,24,402.96,41,2.69,0.75,TRUE,TRUE,Out-of-network,300,TRUE,"Alvarez, Gonzalez and Miller Hospital",3.75,North,519.890.1391,"827 Mike Roads Suite 375, City_62, NC 36638"
P02463,Regina Martin,City_63,NC,35.8596,-78.9193,Urology,Ophthalmology,Specialty Care,16,676.13,34,1.79,0.52,TRUE,FALSE,Out-of-network,317,TRUE,Torres-Ruiz Hospital,1.54,East,+1-431-694-7705x336,"2080 Summer Club Apt. 337, City_63, NC 66331"
P02464,Kevin Bray,City_64,CA,36.9283,-119.2679,Psychiatry,General Practice,Specialty Care,34,438.98,51,3.81,0.3,TRUE,FALSE,In-network,465,TRUE,Rogers-Edwards Hospital,2.73,South,263-753-2949x1308,"14516 Gamble Bypass, City_64, CA 84229"
P02465,Michael Morrison,City_65,PA,41.4033,-76.9945,Pediatrics,Endocrinology,Primary Care,29,224.68,25,3.17,0.15,FALSE,TRUE,In-network,434,TRUE,"Flores, Spencer and Johnson Hospital",3.44,North,+1-881-263-8181x18760,"946 Mark Estates Suite 509, City_65, PA 88174"
P02466,Alexandra Garcia,City_66,MA,42.6572,-71.1324,Gastroenterology,Pediatrics,Specialty Care,33,697.03,58,4.9,0.57,TRUE,FALSE,Out-of-network,214,FALSE,Lopez Ltd Hospital,1.08,West,001-343-608-6133x694,"751 Richard Station Apt. 636, City_66, MA 77339"
P02467,Matthew Medina,City_67,OH,40.7173,-82.6071,Urology,Cardiology,Specialty Care,13,563.8,55,3.26,0.51,FALSE,FALSE,Out-of-network,280,FALSE,Miller-Ortiz Hospital,4.44,North,806.613.0296x07833,"507 Franklin Point, City_67, OH 84495"
P02468,Janet Smith,City_68,GA,32.5156,-82.5501,Gastroenterology,Ophthalmology,Specialty Care,19,746.54,50,4.91,0.77,TRUE,TRUE,In-network,495,TRUE,Booker-Vega Hospital,1.03,South,001-517-950-7081x27463,"679 Sarah Crest Apt. 505, City_68, GA 98657"
P02469,Kelsey Estes,City_69,PA,41.6033,-76.7945,Pediatrics,Ophthalmology,Primary Care,40,200.64,52,1.28,0.19,TRUE,TRUE,Out-of-network,401,TRUE,Hunt Inc Hospital,1.61,East,(535)466-1898,"83177 Keith Fort, City_69, PA 77028"
